Job Id,Work Type,Job Title,Experience,Qualifications,Salary Range,location,Country,Role,Job Description
3291,Temporary,Executive Assistant,0 to 11 Years,MCA,$60K-$110K,Lima,Peru,Project Coordinator,"Project Coordinators assist in planning, executing, and monitoring projects. They facilitate communication among team members, track project progress, and ensure tasks are completed on time.. Project management Communication Time management Organization Problem-solving. Assist in project management activities, such as project planning, scheduling, and documentation. Coordinate project meetings and communicate project updates to stakeholders. Ensure project milestones are met."
3292,Temporary,IT Support Specialist,1 to 8 Years,MBA,$61K-$81K,Tallinn,Estonia,Help Desk Support Specialist,"Help Desk Support Specialists provide technical assistance and support to end-users, resolving IT issues and ensuring smooth operations.. Technical troubleshooting Customer service and communication Ticketing system usage Basic IT knowledge Problem-solving and critical-thinking skills. Provide technical support to end-users, troubleshoot hardware and software issues, and resolve IT-related problems. Document and track support requests and resolutions. Provide training and guidance to end-users."
3293,Part-Time,Data Analyst,2 to 11 Years,BBA,$57K-$121K,The City of Hamilton,Bermuda,Business Intelligence Analyst,"Business Intelligence Analysts gather and analyze data to provide valuable insights to support decision-making within an organization. They create reports, dashboards, and data visualizations to help stakeholders understand trends, patterns, and opportunities in the data.. Data analysis and visualization tools (e.g., Tableau, Power BI) SQL and database querying Business intelligence concepts Data modeling and reporting Strong analytical and problem-solving skills Data-driven decision-making. Gather and analyze data to provide insights for decision-making using tools like Tableau or Power BI. Create data visualizations and reports. Identify trends and patterns in data."
3294,Temporary,Art Teacher,2 to 15 Years,BCA,$62K-$90K,City of Baghdad,Iraq,Fine Arts Instructor,"A Fine Arts Instructor teaches various forms of fine arts, such as painting, sculpture, or drawing, to students, guiding them in developing their artistic skills and creativity.. Artistic skills Teaching ability Communication skills Art history knowledge Creativity. Teach fine arts, including drawing, painting, and sculpture, to students of all ages. Develop and execute art lesson plans. Foster creativity and artistic expression."
3295,Contract,Content Writer,1 to 13 Years,BCA,$64K-$100K,Manila,Philippines,Content Strategist,"Content Strategists develop and execute content strategies that align with business objectives. They plan content creation, distribution, and promotion to engage audiences and drive brand growth.. Content strategy Content planning SEO optimization Content marketing Analytics. Develop content strategies, plan editorial calendars, and ensure content aligns with marketing and branding objectives. Monitor content performance and adjust strategies. Identify content trends and opportunities."
3296,Contract,Social Media Coordinator,0 to 15 Years,MBA,$65K-$111K,Saint George's,Grenada,Content Creator,"Create engaging and relevant content, such as articles, videos, or social media posts, to promote brands or products.. Content creation (e.g., writing, editing, graphic design, video production) Content marketing Social media management SEO optimization Creative storytelling Audience engagement Analytics and reporting Adaptability Communication skills Creativity. Create compelling and shareable content for social media platforms, including text, images, and videos. Collaborate with designers and photographers for visuals. Engage with the audience and respond to comments."
3297,Contract,Copywriter,4 to 14 Years,M.Tech,$65K-$118K,Male,Maldives,Creative Copywriter,"Creative Copywriters craft engaging and persuasive copy for marketing materials, advertisements, and content marketing campaigns. They use their writing skills to captivate audiences and convey brand messages effectively.. Creative writing Copywriting Advertising copy Content creation Brand storytelling Marketing campaigns Proofreading and editing. Write creative and persuasive copy for advertising campaigns, marketing materials, and brand storytelling. Develop unique and engaging brand voices and messages. Collaborate with art directors and designers."
3298,Part-Time,IT Manager,0 to 12 Years,B.Tech,$65K-$89K,Tashkent,Uzbekistan,IT Director,"An IT Director oversees an organizations IT department and technology infrastructure. They develop IT strategies, manage budgets, and ensure IT systems support business objectives.. Strategic IT planning Leadership and management Budgeting and financial management IT governance and compliance Vendor management Cybersecurity and risk management Project management Cloud computing Network infrastructure Enterprise software systems. Provide strategic leadership for IT departments, setting goals and priorities. Oversee IT budgets and resource allocation. Align IT initiatives with overall business objectives."
3299,Intern,Administrative Assistant,5 to 14 Years,MBA,$63K-$82K,Philipsburg,Sint Maarten (Dutch part),Executive Assistant,"Support high-level executives by managing schedules, coordinating meetings, and handling various administrative tasks.. Calendar management Travel coordination Meeting scheduling Correspondence and communication Office organization Confidentiality Time management Problem-solving Attention to detail Communication skills Technology proficiency (e.g., MS Office). Provide high-level administrative support to executives, including managing schedules and communications. Coordinate meetings and travel arrangements. Handle confidential information with discretion."
3300,Contract,Account Director,5 to 10 Years,BCA,$63K-$93K,Moroni,Comoros,Business Development Director,"Business Development Directors lead efforts to identify and pursue new business opportunities. They develop growth strategies, build relationships with clients, and oversee business development teams to achieve revenue and expansion goals.. Business development Sales strategy Market analysis Client acquisition Team leadership Strategic planning Presentation skills. Develop and execute business development strategies to acquire new clients and grow accounts. Identify market opportunities and trends. Lead sales pitches and presentations."
